"","종목코드","종목명","종가","대비","등락률","EPS","PER","선행 EPS","선행 PER","BPS","PBR","주당배당금","배당수익률"
"1569","101170","우림피티에스",6910,100,1.47,266,25.98,NA,NA,6204,1.11,100,1.45
"1570","006980","우성",24000,300,1.27,NA,NA,NA,NA,67106,0.36,150,0.63
"1571","066590","우수AMS",2560,-20,-0.78,NA,NA,NA,NA,2218,1.15,0,0
"1572","017370","우신시스템",3585,-175,-4.65,NA,NA,NA,NA,5363,0.67,0,0
"1573","103840","우양",3035,45,1.51,92,32.99,NA,NA,2924,1.04,0,0
"1574","046940","우원개발",3680,-30,-0.81,65,56.62,NA,NA,5527,0.67,0,0
"1575","215380","우정바이오",2925,-5,-0.17,NA,NA,NA,NA,2463,1.19,0,0
"1576","065680","우주일렉트로",14950,-350,-2.29,2005,7.46,NA,NA,25889,0.58,400,2.68
"1577","105840","우진",8850,70,0.8,NA,NA,NA,NA,7106,1.25,100,1.13
"1578","018620","우진비앤지",1499,-26,-1.7,NA,NA,NA,NA,1078,1.39,0,0
"1579","010400","우진아이엔에스",6730,-40,-0.59,NA,NA,NA,NA,14448,0.47,100,1.49
"1580","049800","우진플라임",3960,0,0,1126,3.52,NA,NA,4106,0.96,50,1.26
"1581","016880","웅진",1735,7,0.41,289,6,NA,NA,762,2.28,0,0
"1582","095720","웅진씽크빅",3080,155,5.3,381,8.08,286,10.76,3219,0.96,130,4.22
"1583","005820","원림",22950,-750,-3.16,685,33.5,NA,NA,51925,0.44,250,1.09
"1584","307280","원바이오젠",1897,-3,-0.16,NA,NA,225,8.42,733,2.59,0,0
"1585","053080","원방테크",10020,-140,-1.38,679,14.76,NA,NA,11164,0.9,300,2.99
"1586","032940","원익",4230,-10,-0.24,1566,2.7,NA,NA,11823,0.36,0,0
"1587","240810","원익IPS",31400,-600,-1.88,3007,10.44,1731,18.14,16597,1.89,300,0.96
"1588","074600","원익QnC",24150,-750,-3.01,2235,10.81,3699,6.53,11705,2.06,150,0.62
"1589","104830","원익머트리얼즈",28800,-1500,-4.95,4188,6.88,6867,4.19,31113,0.93,400,1.39
"1590","014190","원익큐브",2145,-60,-2.72,297,7.22,NA,NA,2677,0.8,0,0
"1591","217820","원익피앤이",8190,-40,-0.49,699,11.72,NA,NA,4672,1.75,0,0
"1592","030530","원익홀딩스",3475,-75,-2.11,1430,2.43,NA,NA,12713,0.27,0,0
"1593","012620","원일특강",10230,-220,-2.11,4266,2.4,NA,NA,31361,0.33,250,2.44
"1594","382840","원준",22150,-500,-2.21,526,42.11,1542,14.36,6388,3.47,0,0
"1595","336570","원텍",5700,-150,-2.56,NA,NA,406,14.06,NA,NA,0,0
"1596","376980","원티드랩",14050,-340,-2.36,405,34.69,1010,13.91,3514,4,0,0
"1597","008370","원풍",5190,0,0,438,11.85,NA,NA,6859,0.76,170,3.28
"1598","008290","원풍물산",791,-33,-4,NA,NA,NA,NA,553,1.43,0,0
"1599","101160","월덱스",21150,-50,-0.24,2026,10.44,3157,6.7,8700,2.43,60,0.28
"1600","336060","웨이버스",1937,-123,-5.97,NA,NA,NA,NA,1938,1,0,0
"1601","095270","웨이브일렉트로",4860,15,0.31,4114,1.18,NA,NA,5309,0.92,0,0
"1602","010600","웰바이오텍",1113,-27,-2.37,NA,NA,NA,NA,559,1.99,0,0
"1603","065950","웰크론",3090,-85,-2.68,289,10.69,NA,NA,2823,1.09,50,1.62
"1604","076080","웰크론한텍",4630,-135,-2.83,NA,NA,NA,NA,3298,1.4,0,0
"1605","196700","웹스",3040,-120,-3.8,37,82.16,NA,NA,2894,1.05,0,0
"1606","069080","웹젠",18420,-460,-2.44,2862,6.44,NA,NA,16832,1.09,0,0
"1607","053580","웹케시",16120,-870,-5.12,1110,14.52,1582,10.19,7329,2.2,100,0.62
"1608","071460","위니아",2315,-190,-7.58,185,12.51,NA,NA,2245,1.03,0,0
"1609","377460","위니아에이드",6810,-280,-3.95,2501,2.72,1606,4.24,9922,0.69,0,0
"1610","044340","위닉스",12690,-250,-1.93,1257,10.1,NA,NA,12576,1.01,500,3.94
"1611","330350","위더스제약",9090,-90,-0.98,323,28.14,NA,NA,6136,1.48,48,0.53
"1612","348350","위드텍",12090,-190,-1.55,1070,11.3,NA,NA,9756,1.24,0,0
"1613","112040","위메이드",59500,1100,1.88,9319,6.38,647,91.91,18883,3.15,650,1.09
"1614","101730","위메이드맥스",20100,-450,-2.19,NA,NA,NA,NA,1456,13.8,0,0
"1615","123420","위메이드플레이",19950,220,1.12,1667,11.97,NA,NA,18577,1.07,0,0
"1616","065370","위세아이텍",15240,-560,-3.54,680,22.41,812,18.78,4171,3.65,150,0.98
"1617","038620","위즈코프",841,-20,-2.32,NA,NA,NA,NA,1207,0.7,0,0
"1618","299900","위지윅스튜디오",17650,-710,-3.87,NA,NA,334,52.78,4530,3.9,0,0
"1619","036090","위지트",818,-29,-3.42,112,7.3,NA,NA,1399,0.58,0,0
"1620","136540","윈스",13930,-340,-2.38,1671,8.34,NA,NA,12698,1.1,500,3.59
"1621","320000","윈텍",3890,-180,-4.42,36,108.06,NA,NA,1141,3.41,0,0
"1622","097800","윈팩",1869,-22,-1.16,NA,NA,NA,NA,1326,1.41,0,0
"1623","192390","윈하이텍",3460,-115,-3.22,NA,NA,NA,NA,5259,0.66,0,0
"1624","313760","윌링스",8140,340,4.36,NA,NA,NA,NA,7247,1.12,80,0.98
"1625","008600","윌비스",697,-7,-0.99,NA,NA,NA,NA,1711,0.41,0,0
"1626","335870","윙스풋",3165,15,0.48,NA,NA,NA,NA,NA,NA,0,0
"1627","033270","유나이티드제약",23000,-500,-2.13,1930,11.92,NA,NA,20259,1.14,370,1.61
"1628","014830","유니드",80500,-2800,-3.36,20907,3.85,NA,NA,114016,0.71,1700,2.11
"1629","446070","유니드비티플러스",8660,-130,-1.48,NA,NA,NA,NA,NA,NA,0,0
"1630","036200","유니셈",6670,-130,-1.91,1297,5.14,NA,NA,6222,1.07,120,1.8
"1631","018000","유니슨",1677,-20,-1.18,NA,NA,NA,NA,635,2.64,0,0
"1632","000910","유니온",6030,10,0.17,564,10.69,NA,NA,8391,0.72,125,2.07
"1633","047400","유니온머티리얼",2850,-75,-2.56,13,219.23,NA,NA,1997,1.43,35,1.23
"1634","203450","유니온커뮤니티",4240,-15,-0.35,176,24.09,NA,NA,2702,1.57,0,0
"1635","011330","유니켐",1200,-42,-3.38,52,23.08,NA,NA,1521,0.79,30,2.5
"1636","077500","유니퀘스트",9530,-390,-3.93,2342,4.07,2187,4.36,11339,0.84,300,3.15
"1637","011320","유니크",6040,-160,-2.58,321,18.82,NA,NA,5573,1.08,0,0
"1638","086390","유니테스트",12720,-420,-3.2,NA,NA,483,26.36,7422,1.71,0,0
"1639","241690","유니테크노",3990,-60,-1.48,395,10.1,NA,NA,3753,1.06,0,0
"1640","142210","유니트론텍",4195,-75,-1.76,547,7.67,NA,NA,3932,1.07,75,1.79
"1641","048430","유라테크",8350,40,0.48,238,35.08,NA,NA,10355,0.81,100,1.2
"1642","206650","유바이오로직스",8370,-260,-3.01,NA,NA,NA,NA,3308,2.53,0,0
"1643","089850","유비벨록스",12690,-250,-1.93,1817,6.98,NA,NA,13695,0.93,0,0
"1644","084440","유비온",1508,-1,-0.07,96,15.71,NA,NA,132,11.42,0,0
"1645","032620","유비케어",6160,-190,-2.99,262,23.51,NA,NA,2323,2.65,40,0.65
"1646","264450","유비쿼스",15880,-110,-0.69,2812,5.65,NA,NA,12449,1.28,560,3.53
"1647","078070","유비쿼스홀딩스",15390,-10,-0.06,1214,12.68,NA,NA,13634,1.13,350,2.27
"1648","002920","유성기업",2855,-40,-1.38,311,9.18,NA,NA,10639,0.27,120,4.2
"1649","024800","유성티엔에스",2445,-40,-1.61,1282,1.91,NA,NA,10713,0.23,0,0
"1650","000700","유수홀딩스",7030,-30,-0.42,991,7.09,NA,NA,13108,0.54,400,5.69
"1651","054930","유신",34650,-900,-2.53,4035,8.59,NA,NA,31434,1.1,750,2.16
"1652","069330","유아이디",1883,-17,-0.89,370,5.09,NA,NA,1260,1.49,0,0
"1653","049520","유아이엘",4510,-240,-5.05,NA,NA,NA,NA,6655,0.68,0,0
"1654","435380","유안타제10호스팩",2065,0,0,NA,NA,NA,NA,NA,NA,0,0
"1655","367480","유안타제8호스팩",2070,0,0,NA,NA,NA,NA,NA,NA,0,0
"1656","430700","유안타제9호스팩",2095,5,0.24,NA,NA,NA,NA,NA,NA,0,0
"1657","003470","유안타증권",2800,-130,-4.44,719,3.89,NA,NA,7421,0.38,180,6.43
"1658","003475","유안타증권우",2555,-75,-2.85,NA,NA,NA,NA,NA,NA,230,9
"1659","263770","유에스티",3460,-5,-0.14,238,14.54,NA,NA,2417,1.43,0,0
"1660","072130","유엔젤",6450,170,2.71,1271,5.07,NA,NA,4368,1.48,0,0
"1661","000220","유유제약",6180,-70,-1.12,NA,NA,NA,NA,6458,0.96,105,1.7
"1662","000225","유유제약1우",7470,-110,-1.45,NA,NA,NA,NA,NA,NA,110,1.47
"1663","000227","유유제약2우B",15600,-140,-0.89,NA,NA,NA,NA,NA,NA,110,0.71
"1664","388720","유일로보틱스",25350,250,1,701,36.16,NA,NA,3282,7.72,0,0
"1665","340930","유일에너테크",17180,-140,-0.81,NA,NA,686,25.03,4335,3.96,0,0
"1666","023410","유진기업",3645,-50,-1.35,1079,3.38,NA,NA,12368,0.29,170,4.66
"1667","056080","유진로봇",5440,260,5.02,NA,NA,NA,NA,1043,5.22,0,0
"1668","373340","유진스팩6호",2320,-25,-1.07,NA,NA,NA,NA,NA,NA,0,0
"1669","388800","유진스팩7호",2125,10,0.47,NA,NA,NA,NA,NA,NA,0,0
"1670","413630","유진스팩8호",2070,-5,-0.24,NA,NA,NA,NA,NA,NA,0,0
"1671","442130","유진스팩9호",2155,15,0.7,NA,NA,NA,NA,NA,NA,0,0
"1672","084370","유진테크",26250,-700,-2.6,2694,9.74,1979,13.26,13091,2.01,270,1.03
"1673","001200","유진투자증권",2710,-80,-2.87,966,2.81,NA,NA,10239,0.26,140,5.17
"1674","178780","유테크",8650,0,0,NA,NA,NA,NA,1965,4.4,0,0
"1675","179900","유티아이",21650,-650,-2.91,81,267.28,NA,NA,3838,5.64,50,0.23
"1676","263050","유틸렉스",5970,-90,-1.49,NA,NA,NA,NA,2481,2.41,0,0
"1677","000100","유한양행",51300,-500,-0.97,1431,35.85,1506,34.06,27069,1.9,400,0.78
"1678","000105","유한양행우",51100,-1100,-2.11,NA,NA,NA,NA,NA,NA,410,0.8
"1679","003460","유화증권",2250,-25,-1.1,156,14.42,NA,NA,8013,0.28,130,5.78
"1680","003465","유화증권우",2410,0,0,NA,NA,NA,NA,NA,NA,140,5.81
"1681","191410","육일씨엔에쓰",2850,30,1.06,307,9.28,NA,NA,1670,1.71,0,0
"1682","372170","윤성에프앤씨",60000,800,1.35,NA,NA,6906,8.69,5158,11.63,159,0.27
"1683","008730","율촌화학",46900,-250,-0.53,341,137.54,NA,NA,13954,3.36,500,1.07
"1684","072770","율호",1773,31,1.78,49,36.18,NA,NA,956,1.85,0,0
"1685","008250","이건산업",7670,-80,-1.03,1091,7.03,NA,NA,17759,0.43,200,2.61
"1686","039020","이건홀딩스",3310,-55,-1.63,338,9.79,NA,NA,7111,0.47,70,2.11
"1687","025820","이구산업",3250,-35,-1.07,630,5.16,NA,NA,3669,0.89,50,1.54
"1688","067920","이글루",7580,-320,-4.05,773,9.81,1467,5.17,6129,1.24,160,2.11
"1689","044960","이글벳",5570,-110,-1.94,296,18.82,NA,NA,3326,1.67,50,0.9
"1690","303530","이노뎁",16700,180,1.09,NA,NA,NA,NA,5550,3.01,0,0
"1691","296640","이노룰스",13710,-290,-2.07,813,16.86,NA,NA,3492,3.93,25,0.18
"1692","302430","이노메트리",14710,210,1.45,395,37.24,1156,12.73,5459,2.69,0,0
"1693","214320","이노션",42900,-400,-0.92,3294,13.02,4300,9.98,41003,1.05,1800,4.2
"1694","056090","이노시스",1180,0,0,NA,NA,NA,NA,620,1.9,0,0
"1695","073490","이노와이어리스",30100,-800,-2.59,2250,13.38,3176,9.48,17602,1.71,250,0.83
"1696","215790","이노인스트루먼트",1315,-25,-1.87,253,5.2,NA,NA,2321,0.57,0,0
"1697","344860","이노진",5830,-780,-11.8,243,23.99,NA,NA,581,10.03,0,0
"1698","246960","이노테라피",8440,-250,-2.88,NA,NA,NA,NA,1810,4.66,0,0
"1699","088390","이녹스",25450,0,0,5877,4.33,NA,NA,21267,1.2,0,0
"1700","272290","이녹스첨단소재",38700,-1250,-3.13,4184,9.25,3385,11.43,15712,2.46,350,0.9
"1701","053350","이니텍",4700,20,0.43,274,17.15,NA,NA,6209,0.76,20,0.43
"1702","041520","이라이콤",5120,0,0,203,25.22,NA,NA,17151,0.3,300,5.86
"1703","264850","이랜시스",2595,-15,-0.57,220,11.8,NA,NA,1294,2.01,45,1.73
"1704","054210","이랜텍",13440,-250,-1.83,1363,9.86,NA,NA,7521,1.79,100,0.74
"1705","164060","이루다",8020,-200,-2.43,197,40.71,621,12.92,2047,3.92,0,0
"1706","065440","이루온",2890,-40,-1.37,68,42.5,NA,NA,1467,1.97,0,0
"1707","139480","이마트",118100,-900,-0.76,56152,2.1,11958,9.88,369202,0.32,2000,1.69
"1708","115610","이미지스",2020,-75,-3.58,101,20,NA,NA,560,3.61,0,0
"1709","078020","이베스트투자증권",4915,-45,-0.91,3047,1.61,NA,NA,13709,0.36,600,12.21
"1710","131400","이브이첨단소재",1598,-59,-3.56,NA,NA,NA,NA,1918,0.83,0,0
"1711","351330","이삭엔지니어링",9740,-460,-4.51,NA,NA,292,33.41,5421,1.8,0,0
"1712","080010","이상네트웍스",5740,-30,-0.52,655,8.76,NA,NA,10695,0.54,100,1.74
"1713","086890","이수앱지스",6440,-110,-1.68,26,247.69,NA,NA,2168,2.97,0,0
"1714","007660","이수페타시스",7870,-50,-0.63,NA,NA,1672,4.71,1984,3.97,0,0
"1715","005950","이수화학",20600,-900,-4.19,3584,5.75,NA,NA,10433,1.97,500,2.43
"1716","015020","이스타코",874,-19,-2.13,38,23,NA,NA,1294,0.68,0,0
"1717","047560","이스트소프트",11600,-800,-6.45,484,23.97,NA,NA,6196,1.87,0,0
"1718","067010","이씨에스",3935,-45,-1.13,427,9.22,NA,NA,4243,0.93,150,3.81
"1719","093230","이아이디",852,-23,-2.63,60,14.2,NA,NA,2670,0.32,0,0
"1720","102710","이엔에프테크놀로지",22950,-500,-2.13,1263,18.17,NA,NA,23281,0.99,150,0.65
"1721","066980","이엔코퍼레이션",3570,25,0.71,564,6.33,NA,NA,2462,1.45,0,0
"1722","074610","이엔플러스",4345,5,0.12,NA,NA,NA,NA,1405,3.09,0,0
"1723","063760","이엘피",4995,65,1.32,NA,NA,NA,NA,7619,0.66,60,1.2
"1724","123570","이엠넷",4250,-95,-2.19,1180,3.6,NA,NA,4060,1.05,200,4.71
"1725","083470","이엠앤아이",2985,-80,-2.61,NA,NA,NA,NA,409,7.3,0,0
"1726","095190","이엠코리아",3005,-60,-1.96,NA,NA,NA,NA,2086,1.44,0,0
"1727","091120","이엠텍",20400,-450,-2.16,2225,9.17,NA,NA,14890,1.37,150,0.74
"1728","102460","이연제약",19260,-460,-2.33,305,63.15,NA,NA,13436,1.43,250,1.3
"1729","039030","이오테크닉스",75100,-1800,-2.34,5882,12.77,6091,12.33,39144,1.92,900,1.2
"1730","294090","이오플로우",21900,-400,-1.79,NA,NA,NA,NA,741,29.55,0,0
"1731","088290","이원컴포텍",7100,0,0,NA,NA,NA,NA,2163,3.28,0,0
"1732","084680","이월드",1624,-20,-1.22,NA,NA,NA,NA,1689,0.96,0,0
"1733","181340","이즈미디어",2705,0,0,NA,NA,NA,NA,1292,2.09,0,0
"1734","353810","이지바이오",4025,0,0,319,12.62,NA,NA,1257,3.2,75,1.86
"1735","099750","이지케어텍",25950,-750,-2.81,NA,NA,NA,NA,5056,5.13,0,0
"1736","377330","이지트로닉스",11900,-330,-2.7,16,743.75,241,49.43,3346,3.56,0,0
"1737","035810","이지홀딩스",2970,10,0.34,366,8.11,NA,NA,8063,0.37,50,1.68
"1738","160600","이큐셀",3100,0,0,83,37.35,NA,NA,1183,2.62,0,0
"1739","092130","이크레더블",16240,-40,-0.25,1156,14.05,NA,NA,5260,3.09,2720,16.75
"1740","096040","이트론",146,-2,-1.35,NA,NA,NA,NA,132,1.11,0,0
"1741","134060","이퓨쳐",6200,-80,-1.27,390,15.9,NA,NA,4554,1.36,0,0
"1742","001840","이화공영",4010,-60,-1.47,NA,NA,NA,NA,2308,1.74,0,0
"1743","000760","이화산업",16840,240,1.45,16817,1,NA,NA,52259,0.32,0,0
"1744","024810","이화전기",619,-13,-2.06,308,2.01,NA,NA,2780,0.22,0,0
"1745","014990","인디에프",1152,-85,-6.87,NA,NA,NA,NA,537,2.15,0,0
"1746","041830","인바디",25000,-900,-3.47,2613,9.57,NA,NA,14104,1.77,200,0.8
"1747","352940","인바이오",4840,0,0,493,9.82,NA,NA,4593,1.05,0,0
"1748","101140","인바이오젠",783,-17,-2.13,1753,0.45,NA,NA,2607,0.3,0,0
"1749","079950","인베니아",1550,-30,-1.9,561,2.76,NA,NA,2443,0.63,0,0
"1750","389470","인벤티지랩",10500,140,1.35,NA,NA,NA,NA,3713,2.83,0,0
"1751","277410","인산가",1896,19,1.01,209,9.07,NA,NA,1556,1.22,80,4.22
"1752","060150","인선이엔티",8870,-290,-3.17,535,16.58,NA,NA,7249,1.22,0,0
"1753","033230","인성정보",2220,-85,-3.69,26,85.38,NA,NA,1871,1.19,0,0
"1754","006490","인스코비",1448,-38,-2.56,50,28.96,NA,NA,604,2.4,0,0
"1755","037330","인지디스플레",1856,-14,-0.75,113,16.42,NA,NA,4273,0.43,50,2.69
"1756","100030","인지소프트",22900,-450,-1.93,3487,6.57,NA,NA,16734,1.37,0,0
"1757","023800","인지컨트롤스",7240,-250,-3.34,234,30.94,NA,NA,12678,0.57,150,2.07
"1758","034590","인천도시가스",27050,-150,-0.55,901,30.02,NA,NA,46433,0.58,1250,4.62
"1759","211050","인카금융서비스",7450,-60,-0.8,1824,4.08,NA,NA,4615,1.61,0,0
"1760","083640","인콘",1069,-5,-0.47,NA,NA,NA,NA,2043,0.52,0,0
"1761","216050","인크로스",19430,150,0.78,1858,10.46,1776,10.94,8089,2.4,722,3.72
"1762","049070","인탑스",27400,-400,-1.44,4436,6.18,5172,5.3,32446,0.84,470,1.72
"1763","119610","인터로조",29950,850,2.92,1561,19.19,2413,12.41,13975,2.14,450,1.5
"1764","017250","인터엠",1376,-26,-1.85,NA,NA,NA,NA,1452,0.95,0,0
"1765","129260","인터지스",2750,-30,-1.08,519,5.3,NA,NA,7246,0.38,100,3.64
"1766","051370","인터플렉스",10520,-400,-3.66,NA,NA,1522,6.91,7683,1.37,0,0
"1767","064290","인텍플러스",17180,-380,-2.16,1847,9.3,NA,NA,4156,4.13,200,1.16
"1768","189300","인텔리안테크",78800,-1200,-1.5,752,104.79,3093,25.47,18155,4.34,100,0.13
"1769","150840","인트로메딕",5850,0,0,NA,NA,NA,NA,1351,4.33,0,0
"1770","048530","인트론바이오",9020,-50,-0.55,288,31.32,NA,NA,3005,3,0,0
"1771","023810","인팩",9410,70,0.75,306,30.75,NA,NA,10103,0.93,180,1.91
"1772","175140","인포마크",8190,40,0.49,NA,NA,NA,NA,2290,3.58,0,0
"1773","115310","인포바인",24550,350,1.45,2663,9.22,NA,NA,44633,0.55,900,3.67
"1774","039290","인포뱅크",15530,-570,-3.54,1021,15.21,NA,NA,7354,2.11,80,0.52
"1775","071200","인피니트헬스케어",5820,-170,-2.84,929,6.26,NA,NA,4662,1.25,0,0
"1776","101930","인화정공",11860,-200,-1.66,1663,7.13,NA,NA,20654,0.57,0,0
"1777","249420","일동제약",24500,-700,-2.78,NA,NA,NA,NA,6429,3.81,0,0
"1778","000230","일동홀딩스",14750,-520,-3.41,NA,NA,NA,NA,4723,3.12,100,0.68
"1779","013360","일성건설",2600,-130,-4.76,98,26.53,NA,NA,2021,1.29,30,1.15
"1780","003120","일성신약",111100,-1400,-1.24,NA,NA,NA,NA,225529,0.49,750,0.68
"1781","333430","일승",3160,-65,-2.02,NA,NA,NA,NA,1007,3.14,0,0
"1782","068330","일신바이오",1542,-36,-2.28,146,10.56,NA,NA,1177,1.31,7,0.45
"1783","003200","일신방직",135700,-1300,-0.95,27763,4.89,NA,NA,341544,0.4,3000,2.21
"1784","007110","일신석재",1274,-6,-0.47,NA,NA,NA,NA,675,1.89,0,0
"1785","058450","일야",833,24,2.97,19,43.84,NA,NA,521,1.6,0,0
"1786","007570","일양약품",19070,-430,-2.21,790,24.14,NA,NA,12017,1.59,200,1.05
"1787","007575","일양약품우",21750,-50,-0.23,NA,NA,NA,NA,NA,NA,225,1.03
"1788","008500","일정실업",13970,-100,-0.71,NA,NA,NA,NA,15717,0.89,0,0
"1789","019540","일지테크",2725,-20,-0.73,NA,NA,NA,NA,7551,0.36,0,0
"1790","081000","일진다이아",18810,-500,-2.59,598,31.45,NA,NA,28934,0.65,400,2.13
"1791","020760","일진디스플",1173,-20,-1.68,NA,NA,NA,NA,268,4.38,0,0
"1792","020150","일진머티리얼즈",61200,-3700,-5.7,1361,44.97,2319,26.39,21440,2.85,300,0.49
"1793","103590","일진전기",5000,60,1.21,403,12.41,NA,NA,8714,0.57,100,2
"1794","094820","일진파워",11860,-160,-1.33,1024,11.58,NA,NA,7467,1.59,330,2.78
"1795","271940","일진하이솔루스",31400,-1100,-3.38,284,110.56,229,136.97,8459,3.71,0,0
"1796","015860","일진홀딩스",4205,-50,-1.18,437,9.62,388,10.83,9069,0.46,150,3.57
"1797","226320","잇츠한불",17640,-470,-2.6,NA,NA,NA,NA,21524,0.82,200,1.13
"1798","049550","잉크테크",5010,-80,-1.57,91,55.05,NA,NA,2985,1.68,0,0
"1799","254120","자비스",2840,235,9.02,NA,NA,NA,NA,432,6.57,0,0
"1800","043910","자연과환경",1149,-48,-4.01,NA,NA,NA,NA,723,1.59,0,0
"1801","234920","자이글",4400,-200,-4.35,NA,NA,NA,NA,3394,1.3,0,0
"1802","289220","자이언트스텝",20950,-700,-3.23,NA,NA,NA,NA,5807,3.61,0,0
"1803","317400","자이에스앤디",6740,-30,-0.44,1052,6.41,1910,3.53,7839,0.86,200,2.97
"1804","033240","자화전자",29000,-850,-2.85,1279,22.67,1189,24.39,17751,1.63,0,0
"1805","174880","장원테크",682,-9,-1.3,NA,NA,NA,NA,4845,0.14,0,0
"1806","049630","재영솔루텍",693,8,1.17,NA,NA,NA,NA,737,0.94,0,0
"1807","417840","저스템",9410,-590,-5.9,1247,7.55,NA,NA,4374,2.15,0,0
"1808","000950","전방",50100,-1800,-3.47,140,357.86,NA,NA,126397,0.4,0,0
"1809","110020","전진바이오팜",4635,270,6.19,NA,NA,NA,NA,1702,2.72,0,0
"1810","208140","정다운",2470,0,0,343,7.2,NA,NA,2477,1,100,4.05
"1811","040420","정상제이엘에스",7130,-30,-0.42,913,7.81,NA,NA,4822,1.48,530,7.43
"1812","045510","정원엔시스",1503,-43,-2.78,25,60.12,NA,NA,1278,1.18,0,0
"1813","217190","제너셈",6870,-80,-1.15,598,11.49,NA,NA,3143,2.19,0,0
"1814","095700","제넥신",15220,-540,-3.43,NA,NA,NA,NA,15025,1.01,0,0
"1815","072520","제넨바이오",1650,-60,-3.51,NA,NA,NA,NA,2270,0.73,0,0
"1816","122310","제노레이",8200,-100,-1.2,1002,8.18,NA,NA,5522,1.48,170,2.07
"1817","361390","제노코",23850,-750,-3.05,832,28.67,NA,NA,4160,5.73,50,0.21
"1818","187420","제노포커스",5260,-160,-2.95,NA,NA,NA,NA,1568,3.35,0,0
"1819","225220","제놀루션",11260,120,1.08,3594,3.13,NA,NA,9003,1.25,400,3.55
"1820","123330","제닉",5010,-40,-0.79,NA,NA,NA,NA,2815,1.78,0,0
"1821","159580","제로투세븐",7560,-190,-2.45,59,128.14,NA,NA,3768,2.01,0,0
"1822","147830","제룡산업",3385,-65,-1.88,377,8.98,NA,NA,3378,1,100,2.95
"1823","033100","제룡전기",10770,10,0.09,73,147.53,NA,NA,3683,2.92,50,0.46
"1824","079370","제우스",28550,0,0,1581,18.06,NA,NA,24845,1.15,100,0.35
"1825","054950","제이브이엠",19880,30,0.15,777,25.59,1771,11.23,12458,1.6,200,1.01
"1826","023440","제이스코홀딩스",2230,-10,-0.45,NA,NA,NA,NA,2223,1,0,0
"1827","090470","제이스텍",8740,-160,-1.8,423,20.66,NA,NA,8492,1.03,50,0.57
"1828","287410","제이시스메디칼",9360,-180,-1.89,195,48,513,18.25,662,14.14,0,0
"1829","137950","제이씨케미칼",6990,-100,-1.41,1492,4.68,NA,NA,5980,1.17,150,2.15
"1830","033320","제이씨현시스템",5470,-80,-1.44,801,6.83,NA,NA,5811,0.94,110,2.01
"1831","417500","제이아이테크",11770,-540,-4.39,977,12.05,NA,NA,3705,3.18,0,0
"1832","204270","제이앤티씨",7180,-220,-2.97,NA,NA,527,13.63,6575,1.09,0,0
"1833","194370","제이에스코퍼레이션",14380,-380,-2.57,3876,3.71,NA,NA,16003,0.9,600,4.17
"1834","026040","제이에스티나",3105,15,0.49,1112,2.79,NA,NA,3081,1.01,100,3.22
"1835","126880","제이엔케이히터",6180,20,0.32,140,44.14,NA,NA,4581,1.35,0,0
"1836","322510","제이엘케이",4490,-60,-1.32,NA,NA,NA,NA,1624,2.76,0,0
"1837","033050","제이엠아이",1215,-17,-1.38,60,20.25,NA,NA,1194,1.02,0,0
"1838","094970","제이엠티",3300,-55,-1.64,908,3.63,NA,NA,4505,0.73,150,4.55
"1839","418550","제이오",21100,-1350,-6.01,NA,NA,436,48.37,1078,19.57,0,0
"1840","058420","제이웨이",2160,0,0,NA,NA,NA,NA,NA,NA,0,0
"1841","025620","제이준코스메틱",8420,-510,-5.71,NA,NA,NA,NA,16060,0.52,0,0
"1842","089790","제이티",8060,-210,-2.54,1387,5.81,1711,4.71,4591,1.76,0,0
"1843","030000","제일기획",20150,0,0,1634,12.33,1953,10.32,11030,1.83,990,4.91
"1844","052670","제일바이오",1345,8,0.6,NA,NA,NA,NA,1321,1.02,0,0
"1845","271980","제일약품",19740,-460,-2.28,NA,NA,NA,NA,11534,1.71,65,0.33
"1846","001560","제일연마",8980,10,0.11,813,11.05,NA,NA,12565,0.71,270,3.01
"1847","199820","제일전기공업",9390,-160,-1.68,1162,8.08,NA,NA,10446,0.9,300,3.19
"1848","038010","제일테크노스",7470,-230,-2.99,90,83,NA,NA,8695,0.86,50,0.67
"1849","002620","제일파마홀딩스",12630,-440,-3.37,NA,NA,NA,NA,26821,0.47,65,0.51
