"","종목코드","종목명","종가","대비","등락률","EPS","PER","선행 EPS","선행 PER","BPS","PBR","주당배당금","배당수익률"
"1281","139990","아주스틸",10180,-240,-2.3,1459,6.98,NA,NA,8901,1.14,0,0
"1282","032080","아즈텍WB",2030,-25,-1.22,550,3.69,NA,NA,5274,0.38,50,2.46
"1283","013310","아진산업",2695,-35,-1.28,62,43.47,NA,NA,5455,0.49,0,0
"1284","059120","아진엑스텍",8760,-120,-1.35,458,19.13,441,19.86,4781,1.83,150,1.71
"1285","158430","아톤",24400,-850,-3.37,300,81.33,NA,NA,12225,2,0,0
"1286","067160","아프리카TV",88800,-1600,-1.77,6465,13.74,6539,13.58,18988,4.68,730,0.82
"1287","001540","안국약품",8540,-140,-1.61,344,24.83,NA,NA,12726,0.67,220,2.58
"1288","053800","안랩",73700,-1800,-2.38,4854,15.18,NA,NA,28881,2.55,1100,1.49
"1289","065660","안트로젠",21350,-450,-2.06,NA,NA,NA,NA,12404,1.72,0,0
"1290","297570","알로이스",1802,-37,-2.01,159,11.33,NA,NA,723,2.49,0,0
"1291","001780","알루코",2850,-50,-1.72,43,66.28,NA,NA,2537,1.12,0,0
"1292","260660","알리코제약",6800,-70,-1.02,327,20.8,NA,NA,5404,1.26,70,1.03
"1293","361570","알비더블유",15570,-250,-1.58,1002,15.54,NA,NA,6721,2.32,0,0
"1294","131370","알서포트",4490,-125,-2.71,470,9.55,NA,NA,1598,2.81,40,0.89
"1295","140670","알에스오토메이션",13230,-10,-0.08,277,47.76,407,32.53,4415,3,0,0
"1296","096610","알에프세미",3680,-5,-0.14,NA,NA,NA,NA,3365,1.09,0,0
"1297","061040","알에프텍",5180,-160,-3,576,8.99,NA,NA,6806,0.76,0,0
"1298","148250","알엔투테크놀로지",8830,-10,-0.11,213,41.46,NA,NA,5960,1.48,30,0.34
"1299","347860","알체라",11900,-730,-5.78,NA,NA,NA,NA,947,12.57,0,0
"1300","196170","알테오젠",39000,-2400,-5.8,NA,NA,406,96.07,2634,14.81,0,0
"1301","123750","알톤스포츠",4170,-170,-3.92,382,10.92,NA,NA,2172,1.92,0,0
"1302","085810","알티캐스트",2040,137,7.2,NA,NA,NA,NA,2291,0.89,0,0
"1303","117670","알파홀딩스",1339,53,4.12,NA,NA,NA,NA,3784,0.35,0,0
"1304","314140","알피바이오",15700,-300,-1.88,580,27.07,1745,9,9510,1.65,0,0
"1305","291650","압타머사이언스",9630,80,0.84,NA,NA,NA,NA,3525,2.73,0,0
"1306","293780","압타바이오",10750,30,0.28,NA,NA,NA,NA,2778,3.87,0,0
"1307","018250","애경산업",18480,120,0.65,600,30.8,1438,12.85,13210,1.4,200,1.08
"1308","161000","애경케미칼",8630,-130,-1.48,2302,3.75,NA,NA,14384,0.6,550,6.37
"1309","196300","애니젠",7470,40,0.54,NA,NA,NA,NA,3499,2.13,0,0
"1310","310200","애니플러스",4150,70,1.72,729,5.69,NA,NA,1610,2.58,0,0
"1311","179530","애드바이오텍",4100,-25,-0.61,NA,NA,NA,NA,664,6.17,0,0
"1312","205500","액션스퀘어",3100,0,0,NA,NA,NA,NA,997,3.11,0,0
"1313","052790","액토즈소프트",9100,-370,-3.91,3424,2.66,NA,NA,17896,0.51,0,0
"1314","290740","액트로",6650,-80,-1.19,296,22.47,NA,NA,7786,0.85,100,1.5
"1315","238090","앤디포스",5230,-170,-3.15,764,6.85,NA,NA,6999,0.75,0,0
"1316","092600","앤씨앤",2070,100,5.08,NA,NA,NA,NA,2584,0.8,0,0
"1317","129890","앱코",6050,-250,-3.97,NA,NA,NA,NA,7446,0.81,0,0
"1318","174900","앱클론",15710,1560,11.02,NA,NA,NA,NA,1267,12.4,0,0
"1319","255440","야스",8620,-270,-3.04,162,53.21,NA,NA,12406,0.69,50,0.58
"1320","030960","양지사",25600,-400,-1.54,NA,NA,NA,NA,13428,1.91,50,0.2
"1321","073570","어반리튬",13220,-120,-0.9,NA,NA,NA,NA,1960,6.74,0,0
"1322","102120","어보브반도체",10580,-120,-1.12,828,12.78,NA,NA,6757,1.57,240,2.27
"1323","263540","어스앤에어로스페이스",10880,0,0,NA,NA,NA,NA,692,15.72,0,0
"1324","238120","얼라인드",8160,-110,-1.33,771,10.58,NA,NA,3754,2.17,0,0
"1325","019990","에너토크",9710,-180,-1.82,194,50.05,NA,NA,4727,2.05,70,0.72
"1326","011090","에넥스",816,-17,-2.04,174,4.69,NA,NA,1120,0.73,0,0
"1327","270660","에브리봇",15900,-50,-0.31,844,18.84,NA,NA,4704,3.38,350,2.2
"1328","038680","에스넷",5550,-130,-2.29,NA,NA,NA,NA,4259,1.3,50,0.9
"1329","137310","에스디바이오센서",25800,-1100,-4.09,10918,2.36,2484,10.39,21658,1.19,1266,4.91
"1330","217480","에스디생명공학",1465,-35,-2.33,NA,NA,NA,NA,1720,0.85,0,0
"1331","121890","에스디시스템",739,0,0,183,4.04,NA,NA,838,0.88,0,0
"1332","097780","에스맥",1340,-35,-2.55,NA,NA,NA,NA,5110,0.26,0,0
"1333","389500","에스비비테크",53500,12200,29.54,NA,NA,235,227.83,1406,38.05,0,0
"1334","042110","에스씨디",2065,-75,-3.5,143,14.44,NA,NA,2310,0.89,30,1.45
"1335","298060","에스씨엠생명과학",9890,-290,-2.85,NA,NA,NA,NA,3711,2.67,0,0
"1336","065420","에스아이리소스",522,17,3.37,58,9,NA,NA,271,1.93,0,0
"1337","103230","에스앤더블류",2505,0,0,NA,NA,NA,NA,5380,0.47,0,0
"1338","260970","에스앤디",15990,-320,-1.96,2331,6.86,2570,6.22,16986,0.94,150,0.94
"1339","101490","에스앤에스텍",28850,-800,-2.7,552,52.26,NA,NA,8374,3.45,100,0.35
"1340","095910","에스에너지",3040,-85,-2.72,NA,NA,NA,NA,4908,0.62,0,0
"1341","275630","에스에스알",5610,-30,-0.53,277,20.25,NA,NA,4253,1.32,0,0
"1342","031330","에스에이엠티",2830,-10,-0.35,614,4.61,NA,NA,3185,0.89,200,7.07
"1343","060540","에스에이티",2320,0,0,253,9.17,NA,NA,3511,0.66,50,2.16
"1344","351320","에스에이티이엔지",3405,15,0.44,NA,NA,NA,NA,1315,2.59,59,1.73
"1345","056190","에스에프에이",36450,-350,-0.95,3254,11.2,3767,9.68,31340,1.16,1170,3.21
"1346","080000","에스엔유",3555,-80,-2.2,248,14.33,NA,NA,3767,0.94,0,0
"1347","005850","에스엘",26250,-650,-2.42,2094,12.54,4528,5.8,32608,0.81,500,1.9
"1348","214310","에스엘바이오닉스",306,0,0,NA,NA,NA,NA,2078,0.15,0,0
"1349","041510","에스엠",121100,-2400,-1.94,5750,21.06,4182,28.96,26333,4.6,200,0.17
"1350","010580","에스엠벡셀",2080,-35,-1.65,NA,NA,NA,NA,494,4.21,0,0
"1351","007820","에스엠코어",6280,-130,-2.03,NA,NA,NA,NA,3436,1.83,50,0.8
"1352","109610","에스와이",3630,-125,-3.33,197,18.43,NA,NA,3570,1.02,0,0
"1353","012750","에스원",56300,-1000,-1.75,3815,14.76,4310,13.06,42676,1.32,2500,4.44
"1354","306040","에스제이그룹",16720,-190,-1.12,2365,7.07,3605,4.64,10685,1.56,450,2.69
"1355","100090","에스케이오션플랜트",20000,-750,-3.61,NA,NA,1032,19.38,3839,5.21,0,0
"1356","408920","에스케이증권7호스팩",3940,110,2.87,NA,NA,NA,NA,NA,NA,0,0
"1357","435870","에스케이증권제8호스팩",2200,-80,-3.51,NA,NA,NA,NA,NA,NA,0,0
"1358","096630","에스코넥",1117,25,2.29,NA,NA,NA,NA,662,1.69,0,0
"1359","069510","에스텍",8530,30,0.35,NA,NA,NA,NA,15088,0.57,0,0
"1360","041910","에스텍파마",8900,1540,20.92,589,15.11,NA,NA,10556,0.84,100,1.12
"1361","234300","에스트래픽",4695,20,0.43,NA,NA,NA,NA,1228,3.82,0,0
"1362","039440","에스티아이",12680,-360,-2.76,1544,8.21,NA,NA,12994,0.98,200,1.58
"1363","098660","에스티오",2585,-45,-1.71,28,92.32,NA,NA,2417,1.07,110,4.26
"1364","052020","에스티큐브",16620,-500,-2.92,NA,NA,NA,NA,460,36.13,0,0
"1365","237690","에스티팜",79300,-1100,-1.37,177,448.02,1417,55.95,17171,4.62,500,0.63
"1366","050760","에스폴리텍",2715,-50,-1.81,334,8.13,NA,NA,4402,0.62,50,1.84
"1367","288620","에스퓨얼셀",21900,-450,-2.01,715,30.63,NA,NA,10202,2.15,100,0.46
"1368","317830","에스피시스템스",9250,50,0.54,NA,NA,NA,NA,4013,2.31,0,0
"1369","058610","에스피지",18650,180,0.97,1092,17.08,1226,15.21,8886,2.1,250,1.34
"1370","043340","에쎈테크",944,-25,-2.58,NA,NA,NA,NA,336,2.81,0,0
"1371","023960","에쓰씨엔지니어링",1593,-37,-2.27,NA,NA,NA,NA,1001,1.59,0,0
"1372","298690","에어부산",4060,-20,-0.49,NA,NA,NA,NA,1759,2.31,0,0
"1373","187660","에이디엠코리아",2265,-50,-2.16,96,23.59,NA,NA,1538,1.47,0,0
"1374","054630","에이디칩스",654,9,1.4,NA,NA,NA,NA,440,1.49,0,0
"1375","200710","에이디테크놀로지",22950,4210,22.47,1146,20.03,NA,NA,12300,1.87,70,0.31
"1376","096690","에이루트",474,8,1.72,NA,NA,NA,NA,920,0.52,0,0
"1377","078520","에이블씨엔씨",7480,-130,-1.71,NA,NA,NA,NA,4373,1.71,0,0
"1378","298380","에이비엘바이오",20600,-650,-3.06,NA,NA,NA,NA,1187,17.35,0,0
"1379","203400","에이비온",6660,-20,-0.3,NA,NA,NA,NA,1712,3.89,0,0
"1380","195990","에이비프로바이오",384,-24,-5.88,NA,NA,NA,NA,529,0.73,0,0
"1381","003800","에이스침대",34400,-100,-0.29,6231,5.52,NA,NA,54880,0.63,1330,3.87
"1382","088800","에이스테크",5820,-200,-3.32,NA,NA,NA,NA,1466,3.97,0,0
"1383","241840","에이스토리",23450,-550,-2.29,1816,12.91,NA,NA,5139,4.56,0,0
"1384","312610","에이에프더블류",3280,-85,-2.53,NA,NA,NA,NA,3422,0.96,0,0
"1385","015260","에이엔피",1493,13,0.88,NA,NA,NA,NA,1342,1.11,0,0
"1386","072990","에이치시티",8320,-150,-1.77,1501,5.54,1313,6.34,9764,0.85,70,0.84
"1387","227100","에이치앤비디자인",3470,-10,-0.29,NA,NA,NA,NA,4225,0.82,0,0
"1388","239610","에이치엘사이언스",22300,-1100,-4.7,2608,8.55,NA,NA,20444,1.09,400,1.79
"1389","353070","에이치엠씨제4호스팩",2040,0,0,NA,NA,NA,NA,NA,NA,0,0
"1390","353060","에이치엠씨제5호스팩",2045,0,0,NA,NA,NA,NA,NA,NA,0,0
"1391","148930","에이치와이티씨",9370,-190,-1.99,994,9.43,NA,NA,2259,4.15,0,0
"1392","044780","에이치케이",2145,-10,-0.46,298,7.2,NA,NA,3022,0.71,40,1.86
"1393","357230","에이치피오",8310,-180,-2.12,842,9.87,NA,NA,6844,1.21,300,3.61
"1394","071670","에이테크솔루션",12280,-10,-0.08,557,22.05,NA,NA,7878,1.56,0,0
"1395","045660","에이텍",9590,-80,-0.83,757,12.67,NA,NA,10832,0.89,100,1.04
"1396","224110","에이텍티앤",11730,-220,-1.84,432,27.15,NA,NA,9523,1.23,100,0.85
"1397","230980","에이트원",780,-19,-2.38,NA,NA,NA,NA,483,1.61,0,0
"1398","021080","에이티넘인베스트",2845,-55,-1.9,1380,2.06,NA,NA,3185,0.89,200,7.03
"1399","089530","에이티세미콘",751,-122,-13.97,NA,NA,NA,NA,1320,0.57,0,0
"1400","200470","에이팩트",3650,55,1.53,104,35.1,NA,NA,2665,1.37,0,0
"1401","262260","에이프로",13020,-370,-2.76,NA,NA,NA,NA,4201,3.1,0,0
"1402","007460","에이프로젠",1695,-45,-2.59,NA,NA,NA,NA,5073,0.33,0,0
"1403","109960","에이프로젠 H&G",299,-5,-1.64,15,19.93,NA,NA,1247,0.24,0,0
"1404","003060","에이프로젠바이오로직스",374,-1,-0.27,20,18.7,NA,NA,1274,0.29,0,0
"1405","397030","에이프릴바이오",17590,-530,-2.92,NA,NA,NA,NA,6227,2.82,0,0
"1406","244920","에이플러스에셋",4775,-20,-0.42,535,8.93,605,7.9,4341,1.1,150,3.14
"1407","089970","에이피티씨",11760,-60,-0.51,2157,5.45,NA,NA,5297,2.22,1200,10.2
"1408","230240","에치에프알",33200,300,0.91,1441,23.04,8382,3.96,7176,4.63,0,0
"1409","230360","에코마케팅",13010,-320,-2.4,859,15.15,1728,7.53,4882,2.66,310,2.38
"1410","038870","에코바이오",4825,-65,-1.33,485,9.95,NA,NA,6238,0.77,0,0
"1411","101360","에코앤드림",28550,-1250,-4.19,992,28.78,NA,NA,7068,4.04,0,0
"1412","128540","에코캡",4285,-175,-3.92,NA,NA,NA,NA,2518,1.7,0,0
"1413","086520","에코프로",237500,-11000,-4.43,11205,21.2,25128,9.45,45865,5.18,430,0.18
"1414","247540","에코프로비엠",160500,-300,-0.19,1153,139.2,4521,35.5,5969,26.89,920,0.57
"1415","383310","에코프로에이치엔",51600,-2200,-4.09,751,68.71,NA,NA,4101,12.58,330,0.64
"1416","038110","에코플라스틱",3145,-125,-3.82,170,18.5,NA,NA,3852,0.82,50,1.59
"1417","073540","에프알텍",2920,-55,-1.85,20,146,NA,NA,3875,0.75,0,0
"1418","064850","에프앤가이드",7270,160,2.25,459,15.84,NA,NA,4299,1.69,130,1.79
"1419","064090","에프앤리퍼블릭",1743,-29,-1.64,77,22.64,NA,NA,1169,1.49,0,0
"1420","036810","에프에스티",20800,-350,-1.65,1657,12.55,NA,NA,10372,2.01,130,0.63
"1421","173940","에프엔씨엔터",5630,-150,-2.6,NA,NA,NA,NA,4165,1.35,0,0
"1422","083500","에프엔에스테크",8470,-40,-0.47,194,43.66,NA,NA,7257,1.17,50,0.59
"1423","054940","엑사이엔씨",1339,-41,-2.97,NA,NA,NA,NA,1628,0.82,0,0
"1424","043090","엑서지21",1310,-65,-4.73,NA,NA,NA,NA,881,1.49,0,0
"1425","205100","엑셈",4940,-150,-2.95,321,15.39,462,10.69,2485,1.99,0,0
"1426","070300","엑스큐어",3200,-55,-1.69,153,20.92,NA,NA,3193,1,0,0
"1427","092870","엑시콘",9700,-180,-1.82,3307,2.93,NA,NA,12608,0.77,100,1.03
"1428","317870","엔바이오니아",6430,-180,-2.72,NA,NA,NA,NA,2347,2.74,0,0
"1429","067570","엔브이에이치코리아",3790,-60,-1.56,480,7.9,NA,NA,4982,0.76,100,2.64
"1430","236810","엔비티",6870,-330,-4.58,101,68.02,NA,NA,2424,2.83,0,0
"1431","333620","엔시스",11240,-180,-1.58,477,23.56,NA,NA,5185,2.17,70,0.62
"1432","101400","엔시트론",712,-29,-3.91,NA,NA,NA,NA,615,1.16,0,0
"1433","036570","엔씨소프트",440000,-5000,-1.12,19318,22.78,21759,20.22,155059,2.84,5860,1.33
"1434","031860","엔에스엔",521,-33,-5.96,NA,NA,NA,NA,699,0.75,0,0
"1435","380440","엔에이치스팩19호",1987,0,0,NA,NA,NA,NA,NA,NA,0,0
"1436","391060","엔에이치스팩20호",1995,-4,-0.2,NA,NA,NA,NA,NA,NA,0,0
"1437","396770","엔에이치스팩22호",3855,-15,-0.39,NA,NA,NA,NA,NA,NA,0,0
"1438","422040","엔에이치스팩23호",2015,0,0,NA,NA,NA,NA,NA,NA,0,0
"1439","437780","엔에이치스팩24호",2185,15,0.69,NA,NA,NA,NA,NA,NA,0,0
"1440","438580","엔에이치스팩25호",2380,20,0.85,NA,NA,NA,NA,NA,NA,0,0
"1441","439410","엔에이치스팩26호",2065,-5,-0.24,NA,NA,NA,NA,NA,NA,0,0
"1442","440820","엔에이치스팩27호",2085,5,0.24,NA,NA,NA,NA,NA,NA,0,0
"1443","265740","엔에프씨",9480,-100,-1.04,688,13.78,NA,NA,6279,1.51,100,1.05
"1444","354200","엔젠바이오",8760,-280,-3.1,NA,NA,NA,NA,2735,3.2,0,0
"1445","419080","엔젯",15720,320,2.08,NA,NA,NA,NA,2527,6.22,0,0
"1446","208860","엔지스테크널러지",2205,0,0,NA,NA,NA,NA,539,4.09,0,0
"1447","183490","엔지켐생명과학",1785,-63,-3.41,NA,NA,NA,NA,1321,1.35,0,0
"1448","085310","엔케이",911,-20,-2.15,142,6.42,NA,NA,1302,0.7,0,0
"1449","182400","엔케이맥스",12780,-610,-4.56,NA,NA,NA,NA,3082,4.15,0,0
"1450","348370","엔켐",66000,-2000,-2.94,NA,NA,3298,20.01,14254,4.63,0,0
"1451","069410","엔텔스",6750,-160,-2.32,416,16.23,NA,NA,5287,1.28,0,0
"1452","227950","엔투텍",661,-10,-1.49,38,17.39,NA,NA,975,0.68,0,0
"1453","291230","엔피",6190,-280,-4.33,NA,NA,NA,NA,777,7.97,0,0
"1454","198080","엔피디",2650,-90,-3.28,175,15.14,NA,NA,4296,0.62,0,0
"1455","048830","엔피케이",1874,-19,-1,106,17.68,NA,NA,2298,0.82,30,1.6
"1456","096870","엘디티",3765,-125,-3.21,334,11.27,NA,NA,2015,1.87,0,0
"1457","376190","엘비루셈",7490,-340,-4.34,819,9.15,NA,NA,7689,0.97,0,0
"1458","061970","엘비세미콘",7600,-220,-2.81,743,10.23,NA,NA,5222,1.46,50,0.66
"1459","138690","엘아이에스",982,0,0,NA,NA,NA,NA,1070,0.92,0,0
"1460","290650","엘앤씨바이오",21850,-1050,-4.59,620,35.24,508,42.98,3748,5.83,50,0.23
"1461","066970","엘앤에프",235000,-15500,-6.19,NA,NA,9611,24.45,19899,11.81,0,0
"1462","156100","엘앤케이바이오",7460,-260,-3.37,NA,NA,NA,NA,1827,4.08,0,0
"1463","073110","엘엠에스",8480,-70,-0.82,319,26.58,NA,NA,16133,0.53,200,2.36
"1464","083310","엘오티베큠",12970,-230,-1.74,1211,10.71,NA,NA,11468,1.13,100,0.77
"1465","037950","엘컴텍",1236,61,5.19,48,25.75,NA,NA,763,1.62,0,0
"1466","170920","엘티씨",11060,-100,-0.9,NA,NA,NA,NA,10227,1.08,0,0
"1467","058630","엠게임",8090,-260,-3.11,1127,7.18,NA,NA,3765,2.15,0,0
"1468","058970","엠로",18700,390,2.13,562,33.27,913,20.49,3833,4.88,0,0
"1469","019590","엠벤처투자",756,-15,-1.95,13,58.15,NA,NA,610,1.24,0,0
"1470","169330","엠브레인",3375,-130,-3.71,338,9.99,NA,NA,1639,2.06,170,5.04
"1471","097520","엠씨넥스",28150,-700,-2.43,2229,12.63,2554,11.02,16767,1.68,500,1.78
"1472","179290","엠아이텍",11760,80,0.68,392,30,NA,NA,2081,5.65,80,0.68
"1473","009780","엠에스씨",6250,-290,-4.43,874,7.15,1407,4.44,6575,0.95,60,0.96
"1474","123040","엠에스오토텍",4800,-90,-1.84,NA,NA,NA,NA,3201,1.5,0,0
"1475","323230","엠에프엠코리아",898,-6,-0.66,NA,NA,NA,NA,1074,0.84,0,0
"1476","033160","엠케이전자",15390,130,0.85,1594,9.65,NA,NA,19019,0.81,150,0.97
"1477","347890","엠투아이",9190,-140,-1.5,597,15.39,NA,NA,3916,2.35,250,2.72
"1478","033310","엠투엔",4830,-140,-2.82,NA,NA,NA,NA,3470,1.39,0,0
"1479","259630","엠플러스",11790,-380,-3.12,NA,NA,NA,NA,4539,2.6,0,0
"1480","065150","엠피대산",398,-5,-1.24,104,3.83,NA,NA,323,1.23,0,0
"1481","050540","엠피씨플러스",822,0,0,205,4.01,NA,NA,2139,0.38,0,0
"1482","115960","연우",17800,-470,-2.57,2128,8.36,NA,NA,19695,0.9,190,1.07
"1483","060850","영림원소프트랩",10780,-120,-1.1,607,17.76,NA,NA,4629,2.33,110,1.02
"1484","014440","영보화학",3710,-105,-2.75,180,20.61,NA,NA,7960,0.47,100,2.7
"1485","007530","영신금속",3365,255,8.2,29,116.03,NA,NA,2068,1.63,0,0
"1486","143540","영우디에스피",1344,-14,-1.03,200,6.72,NA,NA,1420,0.95,0,0
"1487","111770","영원무역",44350,-800,-1.77,6795,6.53,10031,4.42,50585,0.88,1000,2.25
"1488","009970","영원무역홀딩스",68100,-400,-0.58,19026,3.58,22090,3.08,140307,0.49,2000,2.94
"1489","003520","영진약품",3370,-70,-2.03,NA,NA,NA,NA,573,5.88,0,0
"1490","112290","영창케미칼",12930,-320,-2.42,NA,NA,NA,NA,3440,3.76,0,0
"1491","000670","영풍",642000,-15000,-2.28,72187,8.89,NA,NA,2011831,0.32,10000,1.56
"1492","036560","영풍정밀",13390,110,0.83,746,17.95,NA,NA,20308,0.66,350,2.61
"1493","006740","영풍제지",16210,10,0.06,362,44.78,NA,NA,7504,2.16,40,0.25
"1494","012280","영화금속",896,-19,-2.08,NA,NA,NA,NA,1156,0.78,0,0
"1495","265560","영화테크",11450,-70,-0.61,239,47.91,NA,NA,4925,2.32,50,0.44
"1496","012160","영흥",815,-17,-2.04,83,9.82,NA,NA,2387,0.34,0,0
"1497","036000","예림당",1969,-12,-0.61,NA,NA,NA,NA,5709,0.34,0,0
"1498","250930","예선테크",1178,-26,-2.16,74,15.92,NA,NA,1242,0.95,0,0
"1499","053280","예스24",5610,-150,-2.6,746,7.52,NA,NA,13329,0.42,200,3.57
"1500","015360","예스코홀딩스",30950,50,0.16,5064,6.11,NA,NA,114939,0.27,2250,7.27
"1501","122640","예스티",8500,-50,-0.58,NA,NA,NA,NA,4651,1.83,0,0
"1502","045060","오공",3450,-60,-1.71,550,6.27,NA,NA,5636,0.61,50,1.45
"1503","080520","오디텍",5410,-130,-2.35,377,14.35,NA,NA,11727,0.46,100,1.85
"1504","007310","오뚜기",440000,-13000,-2.87,38054,11.56,38425,11.45,442610,0.99,8000,1.82
"1505","039830","오로라",7960,-60,-0.75,925,8.61,1284,6.2,11887,0.67,120,1.51
"1506","322310","오로스테크놀로지",19490,710,3.78,199,97.94,NA,NA,6898,2.83,0,0
"1507","046120","오르비텍",4365,-115,-2.57,225,19.4,NA,NA,2383,1.83,0,0
"1508","014940","오리엔탈정공",2615,-25,-0.95,100,26.15,NA,NA,1652,1.58,0,0
"1509","002630","오리엔트바이오",672,-12,-1.75,288,2.33,NA,NA,702,0.96,0,0
"1510","065500","오리엔트정공",1206,-1,-0.08,NA,NA,NA,NA,1359,0.89,0,0
"1511","271560","오리온",123100,400,0.33,6519,18.88,9357,13.16,55935,2.2,750,0.61
"1512","001800","오리온홀딩스",15800,120,0.77,1429,11.06,NA,NA,34867,0.45,650,4.11
"1513","010470","오리콤",14600,190,1.32,533,27.39,NA,NA,8366,1.75,220,1.51
"1514","417860","오브젠",58500,-3800,-6.1,NA,NA,NA,NA,284,205.99,0,0
"1515","352910","오비고",11010,-230,-2.05,NA,NA,227,48.42,2414,4.56,0,0
"1516","053980","오상자이엘",5370,-200,-3.59,259,20.73,NA,NA,3657,1.47,0,0
"1517","052420","오성첨단소재",1615,-38,-2.3,NA,NA,NA,NA,2795,0.58,0,0
"1518","241790","오션브릿지",12930,-310,-2.34,1354,9.55,NA,NA,8618,1.5,300,2.32
"1519","039200","오스코텍",20650,-700,-3.28,NA,NA,NA,NA,917,22.52,0,0
"1520","226400","오스테오닉",3440,-75,-2.13,NA,NA,158,21.81,2107,1.63,0,0
"1521","031510","오스템",1715,-59,-3.33,NA,NA,NA,NA,4118,0.42,20,1.17
"1522","048260","오스템임플란트",188700,-100,-0.05,1838,102.67,12636,14.93,15220,12.4,300,0.16
"1523","368970","오에스피",7370,-320,-4.16,416,17.72,NA,NA,2153,3.42,0,0
"1524","138080","오이솔루션",18870,-100,-0.53,1354,13.94,629,30,15007,1.26,300,1.59
"1525","080580","오킨스전자",18850,-220,-1.15,108,174.54,NA,NA,2010,9.38,0,0
"1526","067170","오텍",5790,-110,-1.86,NA,NA,NA,NA,9973,0.58,130,2.25
"1527","353590","오토앤",11710,-130,-1.1,191,61.31,NA,NA,1651,7.09,0,0
"1528","173130","오파스넷",8430,10,0.12,530,15.91,NA,NA,2469,3.41,50,0.59
"1529","049480","오픈베이스",3580,40,1.13,148,24.19,NA,NA,2253,1.59,15,0.42
"1530","394280","오픈엣지테크놀로지",23850,1150,5.07,NA,NA,307,77.64,1212,19.68,0,0
"1531","309930","오하임아이엔티",2515,-55,-2.14,183,13.74,NA,NA,1248,2.02,0,0
"1532","244460","올리패스",5310,50,0.95,NA,NA,NA,NA,1042,5.1,0,0
"1533","226950","올릭스",21900,-350,-1.57,NA,NA,NA,NA,1352,16.2,0,0
"1534","057540","옴니시스템",1693,-30,-1.74,NA,NA,NA,NA,1957,0.87,0,0
"1535","131030","옵투스제약",6100,-90,-1.45,617,9.89,NA,NA,7918,0.77,100,1.64
"1536","082210","옵트론텍",3605,-155,-4.12,NA,NA,NA,NA,4354,0.83,0,0
"1537","109080","옵티시스",14160,-490,-3.34,1186,11.94,NA,NA,9151,1.55,100,0.71
"1538","380540","옵티코어",2655,-90,-3.28,NA,NA,NA,NA,NA,NA,0,0
"1539","153710","옵티팜",7470,-80,-1.06,NA,NA,NA,NA,2122,3.52,0,0
"1540","321820","와이더플래닛",7140,-40,-0.56,NA,NA,NA,NA,3450,2.07,0,0
"1541","122990","와이솔",7460,-180,-2.36,979,7.62,NA,NA,13195,0.57,250,3.35
"1542","232140","와이아이케이",4000,-370,-8.47,553,7.23,NA,NA,3447,1.16,0,0
"1543","065530","와이어블",2390,-40,-1.65,54,44.26,NA,NA,1579,1.51,50,2.09
"1544","067900","와이엔텍",9090,-220,-2.36,1281,7.1,NA,NA,10590,0.86,0,0
"1545","155650","와이엠씨",6060,-50,-0.82,560,10.82,NA,NA,4993,1.21,150,2.48
"1546","273640","와이엠텍",20800,-750,-3.48,649,32.05,NA,NA,4467,4.66,400,1.92
"1547","251370","와이엠티",13920,-40,-0.29,648,21.48,NA,NA,7569,1.84,75,0.54
"1548","066430","와이오엠",897,-16,-1.75,19,47.21,NA,NA,890,1.01,0,0
"1549","193250","와이제이엠게임즈",1404,-37,-2.57,NA,NA,NA,NA,1276,1.1,0,0
"1550","273060","와이즈버즈",1534,-44,-2.79,57,26.91,NA,NA,835,1.84,20,1.3
"1551","019210","와이지-원",6570,-160,-2.38,690,9.52,NA,NA,9269,0.71,180,2.74
"1552","122870","와이지엔터테인먼트",54500,600,1.11,364,149.73,2571,21.19,20632,2.64,250,0.46
"1553","011690","와이투솔루션",687,12,1.78,NA,NA,NA,NA,550,1.25,0,0
"1554","332570","와이팜",3025,-75,-2.42,NA,NA,NA,NA,2314,1.31,0,0
"1555","079000","와토스코리아",5580,-30,-0.53,197,28.32,NA,NA,10279,0.54,200,3.58
"1556","070960","용평리조트",3325,-50,-1.48,180,18.47,NA,NA,8025,0.41,0,0
"1557","316140","우리금융지주",12190,-200,-1.61,3481,3.5,4524,2.69,35494,0.34,900,7.38
"1558","032820","우리기술",1431,-44,-2.98,47,30.45,NA,NA,552,2.59,0,0
"1559","041190","우리기술투자",4900,-200,-3.92,7954,0.62,NA,NA,9347,0.52,0,0
"1560","115440","우리넷",9140,-190,-2.04,211,43.32,NA,NA,6752,1.35,0,0
"1561","046970","우리로",1282,-41,-3.1,471,2.72,NA,NA,1279,1,0,0
"1562","082850","우리바이오",3260,5,0.15,750,4.35,NA,NA,3387,0.96,0,0
"1563","215360","우리산업",14280,-220,-1.52,42,340,NA,NA,12845,1.11,130,0.91
"1564","072470","우리산업홀딩스",4865,25,0.52,52,93.56,NA,NA,6946,0.7,35,0.72
"1565","073560","우리손에프앤지",1861,-31,-1.64,399,4.66,NA,NA,3343,0.56,50,2.69
"1566","037400","우리엔터프라이즈",1950,-10,-0.51,899,2.17,NA,NA,4170,0.47,0,0
"1567","153490","우리이앤엘",1039,-19,-1.8,358,2.9,NA,NA,1402,0.74,0,0
"1568","010050","우리종금",800,-16,-1.96,91,8.79,NA,NA,686,1.17,20,2.5
