"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","선행.EPS","선행.PER","BPS","PBR","주당배당금","배당수익률"
"1190","071280","로체시스템즈",8950,-230,-2.51,"KOSDAQ","반도체",136904596850,634,14.12,NA,NA,5602,1.6,20,0.22
"1191","021080","에이티넘인베스트",2845,-55,-1.9,"KOSDAQ","금융",1.3656e+11,1380,2.06,NA,NA,3185,0.89,200,7.03
"1192","051160","지어소프트",8820,-260,-2.86,"KOSDAQ","소프트웨어",136484472600,468,18.85,NA,NA,5203,1.7,0,0
"1193","041590","플래스크",1060,0,0,"KOSDAQ","건설",136453833920,NA,NA,NA,NA,736,1.44,0,0
"1194","039340","한국경제TV",5930,-90,-1.5,"KOSDAQ","방송서비스",1.3639e+11,1152,5.15,NA,NA,7224,0.82,200,3.37
"1195","417970","모델솔루션",21300,-450,-2.07,"KOSDAQ","기계·장비",136249710000,1391,15.31,NA,NA,4963,4.29,0,0
"1196","314140","알피바이오",15700,-300,-1.88,"KOSDAQ","제약",136061867700,580,27.07,1745,9,9510,1.65,0,0
"1197","078890","가온미디어",8280,-290,-3.38,"KOSDAQ","통신장비",135725693760,1353,6.12,NA,NA,11534,0.72,100,1.21
"1198","017900","광전자",2340,-40,-1.68,"KOSPI","전기전자",135588405420,219,10.68,NA,NA,4165,0.56,50,2.14
"1199","000320","노루홀딩스",10180,-50,-0.49,"KOSPI","기타금융",135303917180,153,66.54,837,12.16,35333,0.29,450,4.42
"1200","039290","인포뱅크",15530,-570,-3.54,"KOSDAQ","통신서비스",135017478340,1021,15.21,NA,NA,7354,2.11,80,0.52
"1201","253590","네오셈",3510,-60,-1.68,"KOSDAQ","반도체",134975737260,156,22.5,NA,NA,1401,2.51,15,0.43
"1202","308080","바이젠셀",7080,-110,-1.53,"KOSDAQ","제약",134562904800,NA,NA,NA,NA,5565,1.27,0,0
"1203","288980","모아데이타",4100,5,0.12,"KOSDAQ","소프트웨어",134421091200,57,71.93,NA,NA,707,5.8,0,0
"1204","005430","한국공항",42450,-600,-1.39,"KOSPI","운수창고업",134411769750,1063,39.93,NA,NA,94851,0.45,0,0
"1205","003350","한국화장품제조",29650,-900,-2.95,"KOSPI","화학",134373800000,NA,NA,NA,NA,11859,2.5,0,0
"1206","002600","조흥",223500,2000,0.9,"KOSPI","음식료품",1.341e+11,26792,8.34,NA,NA,242899,0.92,6500,2.91
"1207","352910","오비고",11010,-230,-2.05,"KOSDAQ","소프트웨어",133948683930,NA,NA,227,48.42,2414,4.56,0,0
"1208","054670","대한뉴팜",9330,-240,-2.51,"KOSDAQ","제약",133931403600,1118,8.35,NA,NA,5876,1.59,80,0.86
"1209","122350","삼기",3490,-80,-2.24,"KOSDAQ","운송장비·부품",133804603720,NA,NA,NA,NA,3677,0.95,30,0.86
"1210","014470","부방",2215,-35,-1.56,"KOSDAQ","금융",133015755900,NA,NA,NA,NA,2920,0.76,0,0
"1211","300120","라온피플",6400,-360,-5.33,"KOSDAQ","IT부품",132992076800,NA,NA,NA,NA,2522,2.54,0,0
"1212","042520","한스바이오메드",12420,220,1.8,"KOSDAQ","제약",132979760100,NA,NA,1049,11.84,4440,2.8,0,0
"1213","100700","세운메디칼",3035,-60,-1.94,"KOSDAQ","제약",1.32933e+11,284,10.69,NA,NA,2636,1.15,50,1.65
"1214","376980","원티드랩",14050,-340,-2.36,"KOSDAQ","소프트웨어",132731698800,405,34.69,1010,13.91,3514,4,0,0
"1215","241820","피씨엘",11090,-410,-3.57,"KOSDAQ","제약",132605747240,NA,NA,NA,NA,1391,7.97,0,0
"1216","007280","한국특강",2185,-25,-1.13,"KOSPI","철강금속",132388271630,691,3.16,NA,NA,2667,0.82,0,0
"1217","171120","라이온켐텍",7000,-90,-1.27,"KOSDAQ","화학",132255032000,475,14.74,NA,NA,6456,1.08,200,2.86
"1218","035610","솔본",4835,-155,-3.11,"KOSDAQ","기타서비스",132217895495,792,6.1,NA,NA,6296,0.77,0,0
"1219","027050","코리아나",3305,-85,-2.51,"KOSDAQ","화학",1.322e+11,107,30.89,NA,NA,2696,1.23,0,0
"1220","142760","비엘",4200,-145,-3.34,"KOSDAQ","기타서비스",132084107400,NA,NA,NA,NA,1475,2.85,0,0
"1221","136410","아셈스",11980,-330,-2.68,"KOSDAQ","화학",132008889880,599,20,1215,9.86,3941,3.04,0,0
"1222","047560","이스트소프트",11600,-800,-6.45,"KOSDAQ","소프트웨어",131966611200,484,23.97,NA,NA,6196,1.87,0,0
"1223","365590","하이딥",959,-41,-4.1,"KOSDAQ","반도체",131821600568,NA,NA,98,9.74,NA,NA,0,0
"1224","289080","SV인베스트먼트",2475,10,0.41,"KOSDAQ","금융",131754150000,201,12.31,NA,NA,1297,1.91,60,2.42
"1225","234690","녹십자웰빙",7410,-170,-2.24,"KOSDAQ","제약",131544365160,378,19.6,NA,NA,4974,1.49,80,1.08
"1226","110990","디아이티",6950,-240,-3.34,"KOSDAQ","IT부품",1.31355e+11,NA,NA,NA,NA,9224,0.75,0,0
"1227","163730","핑거",14090,-670,-4.54,"KOSDAQ","소프트웨어",131345303290,515,27.36,NA,NA,4903,2.87,100,0.71
"1228","089470","HDC현대EP",4115,-30,-0.72,"KOSPI","화학",131268500000,356,11.56,NA,NA,10379,0.4,140,3.4
"1229","032560","황금에스티",7720,-220,-2.77,"KOSPI","철강금속",1.3124e+11,1756,4.4,NA,NA,17464,0.44,200,2.59
"1230","123690","한국화장품",8150,-150,-1.81,"KOSPI","유통업",130954200000,NA,NA,NA,NA,1369,5.95,0,0
"1231","151910","SBW생명과학",739,-12,-1.6,"KOSDAQ","IT부품",130902113202,NA,NA,NA,NA,217,3.41,0,0
"1232","201490","미투온",4185,-140,-3.24,"KOSDAQ","디지털컨텐츠",130813767450,293,14.28,NA,NA,3262,1.28,0,0
"1233","000440","중앙에너비스",21000,550,2.69,"KOSDAQ","유통",130769730000,57,368.42,NA,NA,13455,1.56,320,1.52
"1234","112290","영창케미칼",12930,-320,-2.42,"KOSDAQ","반도체",130729346850,NA,NA,NA,NA,3440,3.76,0,0
"1235","215360","우리산업",14280,-220,-1.52,"KOSDAQ","운송장비·부품",130407287640,42,340,NA,NA,12845,1.11,130,0.91
"1236","053080","원방테크",10020,-140,-1.38,"KOSDAQ","기계·장비",130258066140,679,14.76,NA,NA,11164,0.9,300,2.99
"1237","290720","푸드나무",9710,-170,-1.72,"KOSDAQ","유통",130143693180,20,485.5,NA,NA,4125,2.35,30,0.31
"1238","046390","삼화네트웍스",3010,-55,-1.79,"KOSDAQ","오락·문화",129950528330,162,18.58,NA,NA,1114,2.7,0,0
"1239","018120","진로발효",19580,-270,-1.36,"KOSDAQ","음식료·담배",129641529600,1405,13.94,NA,NA,11769,1.66,1150,5.87
"1240","049960","쎌바이오텍",13790,-230,-1.64,"KOSDAQ","제약",1.29626e+11,1468,9.39,NA,NA,15087,0.91,450,3.26
"1241","241790","오션브릿지",12930,-310,-2.34,"KOSDAQ","반도체",129334057620,1354,9.55,NA,NA,8618,1.5,300,2.32
"1242","064820","케이프",4175,-10,-0.24,"KOSDAQ","운송장비·부품",129014714400,931,4.48,NA,NA,6508,0.64,100,2.4
"1243","073560","우리손에프앤지",1861,-31,-1.64,"KOSDAQ","음식료·담배",128851253623,399,4.66,NA,NA,3343,0.56,50,2.69
"1244","239340","줌인터넷",4775,-145,-2.95,"KOSDAQ","인터넷",128827752350,192,24.87,NA,NA,1200,3.98,0,0
"1245","013990","아가방컴퍼니",3910,-90,-2.25,"KOSDAQ","유통",128590265760,401,9.75,NA,NA,4527,0.86,0,0
"1246","046210","파나진",4000,-90,-2.2,"KOSDAQ","의료·정밀기기",128546640000,155,25.81,NA,NA,929,4.31,0,0
"1247","120030","조선선재",101800,-3100,-2.96,"KOSPI","기계",128028871800,14114,7.21,NA,NA,124685,0.82,1500,1.47
"1248","095190","이엠코리아",3005,-60,-1.96,"KOSDAQ","기계·장비",127956016185,NA,NA,NA,NA,2086,1.44,0,0
"1249","072870","메가스터디",10730,30,0.28,"KOSDAQ","출판·매체복제",127911890070,2145,5,NA,NA,25244,0.43,600,5.59
"1250","272110","케이엔제이",16080,-360,-2.19,"KOSDAQ","기계·장비",127761951600,780,20.62,1722,9.34,5518,2.91,0,0
"1251","053050","지에스이",4260,160,3.9,"KOSDAQ","전기·가스·수도",127747163220,144,29.58,NA,NA,2776,1.53,40,0.94
"1252","090470","제이스텍",8740,-160,-1.8,"KOSDAQ","반도체",127584841920,423,20.66,NA,NA,8492,1.03,50,0.57
"1253","003460","유화증권",2250,-25,-1.1,"KOSPI","증권",127580433750,156,14.42,NA,NA,8013,0.28,130,5.78
"1254","134580","탑코미디어",6350,-140,-2.16,"KOSDAQ","통신장비",127380009400,NA,NA,NA,NA,2180,2.91,0,0
"1255","357880","비트나인",12190,-580,-4.54,"KOSDAQ","소프트웨어",127128973640,140,87.07,NA,NA,3227,3.78,0,0
"1256","187870","디바이스이엔지",18040,-80,-0.44,"KOSDAQ","반도체",126940426360,4526,3.99,2466,7.32,18620,0.97,450,2.49
"1257","043650","국순당",7100,-120,-1.66,"KOSDAQ","음식료·담배",126793958400,1369,5.19,NA,NA,15298,0.46,260,3.66
"1258","014530","극동유화",3630,-50,-1.36,"KOSPI","화학",126575994600,339,10.71,NA,NA,5350,0.68,160,4.41
"1259","065530","와이어블",2390,-40,-1.65,"KOSDAQ","통신서비스",126335400000,54,44.26,NA,NA,1579,1.51,50,2.09
"1260","011150","CJ씨푸드",3510,-30,-0.85,"KOSPI","음식료품",126117013230,61,57.54,NA,NA,1857,1.89,0,0
"1261","058400","KNN",951,-20,-2.06,"KOSDAQ","방송서비스",125940663720,69,13.78,NA,NA,1552,0.61,20,2.1
"1262","007820","에스엠코어",6280,-130,-2.03,"KOSDAQ","기계·장비",125813180880,NA,NA,NA,NA,3436,1.83,50,0.8
"1263","260930","씨티케이",6500,-100,-1.52,"KOSDAQ","화학",125720341500,NA,NA,NA,NA,9048,0.72,100,1.54
"1264","267320","나인테크",3190,-65,-2,"KOSDAQ","IT부품",125675007260,NA,NA,NA,NA,656,4.86,0,0
"1265","203400","에이비온",6660,-20,-0.3,"KOSDAQ","기타서비스",125509278420,NA,NA,NA,NA,1712,3.89,0,0
"1266","238090","앤디포스",5230,-170,-3.15,"KOSDAQ","비금속",125411754690,764,6.85,NA,NA,6999,0.75,0,0
"1267","256630","포인트엔지니어링",2160,-10,-0.46,"KOSDAQ","금속",125273675520,71,30.42,NA,NA,1374,1.57,20,0.93
"1268","311320","지오엘리먼트",9930,-130,-1.29,"KOSDAQ","일반전기전자",125262580800,552,17.99,NA,NA,3378,2.94,100,1.01
"1269","067570","엔브이에이치코리아",3790,-60,-1.56,"KOSDAQ","운송장비·부품",124405658480,480,7.9,NA,NA,4982,0.76,100,2.64
"1270","405000","플라즈맵",6830,-80,-1.16,"KOSDAQ","의료·정밀기기",124228110680,NA,NA,NA,NA,675,10.12,0,0
"1271","003650","미창석유",71400,-1100,-1.52,"KOSPI","화학",124212580800,21903,3.26,NA,NA,199594,0.36,2500,3.5
"1272","241520","DSC인베스트먼트",4465,95,2.17,"KOSDAQ","금융",124177914395,582,7.67,NA,NA,2762,1.62,0,0
"1273","008970","동양철관",1044,-26,-2.43,"KOSPI","철강금속",124116242760,NA,NA,NA,NA,708,1.47,0,0
"1274","129920","대성하이텍",9040,-290,-3.11,"KOSDAQ","기계·장비",123984079120,840,10.76,1117,8.09,2429,3.72,0,0
"1275","189330","씨이랩",20550,100,0.49,"KOSDAQ","소프트웨어",123860686200,NA,NA,NA,NA,4070,5.05,0,0
"1276","065510","휴비츠",10400,-100,-0.95,"KOSDAQ","의료·정밀기기",123659858400,848,12.26,1953,5.33,8297,1.25,200,1.92
"1277","348350","위드텍",12090,-190,-1.55,"KOSDAQ","의료·정밀기기",123119724000,1070,11.3,NA,NA,9756,1.24,0,0
"1278","140670","알에스오토메이션",13230,-10,-0.08,"KOSDAQ","IT부품",123080542200,277,47.76,407,32.53,4415,3,0,0
"1279","012800","대창",1350,-33,-2.39,"KOSPI","철강금속",123039673650,338,3.99,NA,NA,3187,0.42,30,2.22
"1280","192250","케이사인",1740,-62,-3.44,"KOSDAQ","소프트웨어",122967987180,82,21.22,NA,NA,974,1.79,15,0.86
"1281","186230","그린플러스",11360,-160,-1.39,"KOSDAQ","금속",122917335680,NA,NA,NA,NA,5128,2.22,0,0
"1282","071670","에이테크솔루션",12280,-10,-0.08,"KOSDAQ","기계·장비",1.228e+11,557,22.05,NA,NA,7878,1.56,0,0
"1283","200350","래몽래인",19050,-490,-2.51,"KOSDAQ","오락·문화",122741131200,465,40.97,NA,NA,7145,2.67,0,0
"1284","234300","에스트래픽",4695,20,0.43,"KOSDAQ","소프트웨어",122698810740,NA,NA,NA,NA,1228,3.82,0,0
"1285","120240","대정화금",17050,20,0.12,"KOSDAQ","화학",122596166550,1177,14.49,NA,NA,18829,0.91,300,1.76
"1286","303530","이노뎁",16700,180,1.09,"KOSDAQ","소프트웨어",122566293300,NA,NA,NA,NA,5550,3.01,0,0
"1287","265560","영화테크",11450,-70,-0.61,"KOSDAQ","운송장비·부품",122402561000,239,47.91,NA,NA,4925,2.32,50,0.44
"1288","139670","키네마스터",9030,-240,-2.59,"KOSDAQ","소프트웨어",122323152210,NA,NA,NA,NA,1761,5.13,0,0
"1289","348030","모비릭스",12730,-150,-1.16,"KOSDAQ","디지털컨텐츠",122256374000,1083,11.75,NA,NA,7911,1.61,0,0
"1290","241770","메카로",11990,40,0.33,"KOSDAQ","반도체",122209753600,816,14.69,NA,NA,15088,0.79,160,1.33
"1291","261200","덴티스",8280,-340,-3.94,"KOSDAQ","의료·정밀기기",122195329200,43,192.56,NA,NA,2211,3.74,0,0
"1292","010040","한국내화",2975,-45,-1.49,"KOSPI","비금속광물",122174509450,182,16.35,NA,NA,7164,0.42,35,1.18
"1293","080000","에스엔유",3555,-80,-2.2,"KOSDAQ","기계·장비",122017802850,248,14.33,NA,NA,3767,0.94,0,0
"1294","005990","매일홀딩스",8880,230,2.66,"KOSDAQ","음식료·담배",121818539520,3575,2.48,NA,NA,26268,0.34,150,1.69
"1295","032790","비엔지티",3900,-200,-4.88,"KOSDAQ","정보기기",121683939000,266,14.66,NA,NA,1508,2.59,0,0
"1296","367000","플래티어",14690,-690,-4.49,"KOSDAQ","소프트웨어",121481995830,621,23.66,NA,NA,5261,2.79,0,0
"1297","263690","디알젬",10710,-160,-1.47,"KOSDAQ","의료·정밀기기",121297283100,1123,9.54,NA,NA,5527,1.94,140,1.31
"1298","004140","동방",2525,-45,-1.75,"KOSPI","운수창고업",121128709150,NA,NA,NA,NA,2706,0.93,0,0
"1299","066670","디스플레이텍",6480,0,0,"KOSDAQ","IT부품",121123628640,344,18.84,NA,NA,9731,0.67,80,1.23
"1300","155650","와이엠씨",6060,-50,-0.82,"KOSDAQ","IT부품",121044609480,560,10.82,NA,NA,4993,1.21,150,2.48
"1301","079960","동양이엔피",15400,180,1.18,"KOSDAQ","IT부품",1.21044e+11,2253,6.84,NA,NA,33409,0.46,300,1.95
"1302","215090","휴센텍",1505,0,0,"KOSDAQ","의료·정밀기기",120843123170,NA,NA,NA,NA,317,4.75,0,0
"1303","175140","인포마크",8190,40,0.49,"KOSDAQ","통신장비",120672688500,NA,NA,NA,NA,2290,3.58,0,0
"1304","251630","브이원텍",7950,60,0.76,"KOSDAQ","기계·장비",120542511000,818,9.72,NA,NA,6700,1.19,100,1.26
"1305","290090","트윔",16350,-530,-3.14,"KOSDAQ","소프트웨어",120293882400,360,45.42,NA,NA,10315,1.59,0,0
"1306","239610","에이치엘사이언스",22300,-1100,-4.7,"KOSDAQ","음식료·담배",120244164500,2608,8.55,NA,NA,20444,1.09,400,1.79
"1307","219130","타이거일렉",19040,-310,-1.6,"KOSDAQ","반도체",120224081600,500,38.08,NA,NA,8158,2.33,0,0
"1308","352700","씨앤투스",4250,-45,-1.05,"KOSDAQ","섬유·의류",120176820750,1642,2.59,NA,NA,5770,0.74,750,17.65
"1309","226330","신테카바이오",8890,-310,-3.37,"KOSDAQ","출판·매체복제",120172495240,NA,NA,NA,NA,2046,4.35,0,0
"1310","130580","나이스디앤비",7800,10,0.13,"KOSDAQ","기타서비스",1.2012e+11,863,9.04,NA,NA,4702,1.66,230,2.95
"1311","298060","에스씨엠생명과학",9890,-290,-2.85,"KOSDAQ","제약",120051644100,NA,NA,NA,NA,3711,2.67,0,0
"1312","330350","위더스제약",9090,-90,-0.98,"KOSDAQ","제약",119922352020,323,28.14,NA,NA,6136,1.48,48,0.53
"1313","382800","지앤비에스엔지니어링",15800,630,4.15,"KOSDAQ","기계·장비",119736239400,1736,9.1,NA,NA,7820,2.02,0,0
"1314","047400","유니온머티리얼",2850,-75,-2.56,"KOSPI","비금속광물",1.197e+11,13,219.23,NA,NA,1997,1.43,35,1.23
"1315","105330","케이엔더블유",9850,-180,-1.79,"KOSDAQ","일반전기전자",119533512700,89,110.67,NA,NA,4843,2.03,0,0
"1316","122310","제노레이",8200,-100,-1.2,"KOSDAQ","의료·정밀기기",119341520800,1002,8.18,NA,NA,5522,1.48,170,2.07
"1317","033180","KH 필룩스",639,-20,-3.03,"KOSPI","전기전자",119221250553,NA,NA,NA,NA,3088,0.21,0,0
"1318","014940","오리엔탈정공",2615,-25,-0.95,"KOSDAQ","기계·장비",119175123515,100,26.15,NA,NA,1652,1.58,0,0
"1319","377220","프롬바이오",8410,-280,-3.22,"KOSDAQ","음식료·담배",119043550000,921,9.13,578,14.55,5964,1.41,0,0
"1320","086040","바이오톡스텍",8110,-130,-1.58,"KOSDAQ","기타서비스",118950367530,487,16.65,NA,NA,2811,2.89,0,0
"1321","002450","삼익악기",1313,-10,-0.76,"KOSPI","기타제조업",118867091395,294,4.47,306,4.29,3074,0.43,50,3.81
"1322","025950","동신건설",14150,-300,-2.08,"KOSDAQ","건설",1.1886e+11,NA,NA,NA,NA,10025,1.41,150,1.06
"1323","108380","대양전기공업",12410,-10,-0.08,"KOSDAQ","운송장비·부품",118730602530,951,13.05,NA,NA,24321,0.51,100,0.81
"1324","064800","젬백스링크",1417,-16,-1.12,"KOSDAQ","유통",118669664789,424,3.34,NA,NA,2276,0.62,20,1.41
"1325","333620","엔시스",11240,-180,-1.58,"KOSDAQ","일반전기전자",118653306560,477,23.56,NA,NA,5185,2.17,70,0.62
"1326","141000","비아트론",9790,-190,-1.9,"KOSDAQ","반도체",118603010900,1175,8.33,NA,NA,13359,0.73,100,1.02
"1327","115180","큐리언트",9740,0,0,"KOSDAQ","기타서비스",118499333440,NA,NA,NA,NA,4276,2.28,0,0
"1328","187420","제노포커스",5260,-160,-2.95,"KOSDAQ","제약",118481552600,NA,NA,NA,NA,1568,3.35,0,0
"1329","034590","인천도시가스",27050,-150,-0.55,"KOSPI","전기가스업",118337095700,901,30.02,NA,NA,46433,0.58,1250,4.62
"1330","317850","대모",14210,-710,-4.76,"KOSDAQ","기계·장비",118290008200,554,25.65,NA,NA,5739,2.48,180,1.27
"1331","046120","오르비텍",4365,-115,-2.57,"KOSDAQ","기타서비스",118155416760,225,19.4,NA,NA,2383,1.83,0,0
"1332","293580","나우IB",12300,-330,-2.61,"KOSDAQ","금융",117797100000,1332,9.23,NA,NA,9232,1.33,150,1.22
"1333","067830","세이브존I&C",2855,-20,-0.7,"KOSPI","유통업",117171755225,197,14.49,NA,NA,12126,0.24,30,1.05
"1334","060230","소니드",4985,-125,-2.45,"KOSDAQ","화학",116998533245,NA,NA,NA,NA,4074,1.22,0,0
"1335","011320","유니크",6040,-160,-2.58,"KOSDAQ","운송장비·부품",116696997800,321,18.82,NA,NA,5573,1.08,0,0
"1336","236810","엔비티",6870,-330,-4.58,"KOSDAQ","기타서비스",116621176620,101,68.02,NA,NA,2424,2.83,0,0
"1337","217730","강스템바이오텍",3070,-15,-0.49,"KOSDAQ","제약",116469429750,NA,NA,NA,NA,1791,1.71,0,0
"1338","189980","흥국에프엔비",2900,0,0,"KOSDAQ","음식료·담배",116399698300,164,17.68,NA,NA,2004,1.45,30,1.03
"1339","002140","고려산업",4645,960,26.05,"KOSPI","음식료품",115843629125,183,25.38,NA,NA,4323,1.07,40,0.86
"1340","001750","한양증권",9100,-90,-0.98,"KOSPI","증권",115829659400,6206,1.47,NA,NA,32750,0.28,900,9.89
"1341","217500","러셀",3640,-105,-2.8,"KOSDAQ","기계·장비",115795680000,213,17.09,NA,NA,1719,2.12,30,0.82
"1342","067370","선바이오",9400,-190,-1.98,"KOSDAQ","제약",115747417000,25,376,NA,NA,1319,7.13,0,0
"1343","067390","아스트",4390,-130,-2.88,"KOSDAQ","운송장비·부품",115698357810,NA,NA,NA,NA,5201,0.84,0,0
"1344","299660","셀리드",11880,-470,-3.81,"KOSDAQ","기타서비스",115606560960,NA,NA,NA,NA,3983,2.98,0,0
"1345","015710","코콤",6560,-90,-1.35,"KOSDAQ","통신장비",115000080000,260,25.23,NA,NA,7501,0.87,110,1.68
"1346","003480","한진중공업홀딩스",3890,-45,-1.14,"KOSPI","전기가스업",114870968680,NA,NA,NA,NA,12363,0.31,100,2.57
"1347","338220","뷰노",10080,-600,-5.62,"KOSDAQ","소프트웨어",114706932480,NA,NA,NA,NA,2016,5,0,0
"1348","023800","인지컨트롤스",7240,-250,-3.34,"KOSPI","운수장비",114458586280,234,30.94,NA,NA,12678,0.57,150,2.07
"1349","005710","대원산업",5710,-50,-0.87,"KOSDAQ","운송장비·부품",114414696000,1634,3.49,NA,NA,18556,0.31,125,2.19
"1350","128540","에코캡",4285,-175,-3.92,"KOSDAQ","운송장비·부품",114368621100,NA,NA,NA,NA,2518,1.7,0,0
"1351","060310","3S",2350,10,0.43,"KOSDAQ","기계·장비",114061108700,33,71.21,NA,NA,829,2.83,0,0
"1352","023000","삼원강재",2850,-40,-1.38,"KOSPI","운수장비",1.14e+11,222,12.84,NA,NA,5504,0.52,105,3.68
"1353","332570","와이팜",3025,-75,-2.42,"KOSDAQ","IT부품",112957601900,NA,NA,NA,NA,2314,1.31,0,0
"1354","004060","SG세계물산",558,-14,-2.45,"KOSPI","유통업",112953127680,232,2.41,NA,NA,1207,0.46,0,0
"1355","006140","피제이전자",7510,-230,-2.97,"KOSDAQ","의료·정밀기기",1.1265e+11,552,13.61,NA,NA,7778,0.97,130,1.73
"1356","255440","야스",8620,-270,-3.04,"KOSDAQ","IT부품",112559960000,162,53.21,NA,NA,12406,0.69,50,0.58
"1357","049480","오픈베이스",3580,40,1.13,"KOSDAQ","컴퓨터서비스",112492131140,148,24.19,NA,NA,2253,1.59,15,0.42
"1358","012860","모베이스전자",1536,45,3.02,"KOSDAQ","운송장비·부품",112486589952,131,11.73,NA,NA,2596,0.59,0,0
"1359","052420","오성첨단소재",1615,-38,-2.3,"KOSDAQ","IT부품",112271156560,NA,NA,NA,NA,2795,0.58,0,0
"1360","033830","티비씨",1121,-16,-1.41,"KOSDAQ","방송서비스",1.121e+11,49,22.88,NA,NA,1240,0.9,13,1.16
"1361","185490","아이진",5210,-220,-4.05,"KOSDAQ","기타서비스",111902151400,NA,NA,NA,NA,4156,1.25,0,0
"1362","040420","정상제이엘에스",7130,-30,-0.42,"KOSDAQ","기타서비스",111780945760,913,7.81,NA,NA,4822,1.48,530,7.43
"1363","009190","대양금속",3350,-60,-1.76,"KOSPI","철강금속",111763849050,481,6.96,NA,NA,2217,1.51,0,0
"1364","000300","대유플러스",923,48,5.49,"KOSPI","전기전자",111681868402,NA,NA,NA,NA,857,1.08,0,0
"1365","044060","조광ILI",1164,-31,-2.59,"KOSDAQ","기계·장비",111432262176,25,46.56,NA,NA,1082,1.08,0,0
"1366","001540","안국약품",8540,-140,-1.61,"KOSDAQ","제약",111382266800,344,24.83,NA,NA,12726,0.67,220,2.58
"1367","097800","윈팩",1869,-22,-1.16,"KOSDAQ","반도체",111363423024,NA,NA,NA,NA,1326,1.41,0,0
"1368","033170","시그네틱스",1299,-49,-3.64,"KOSDAQ","반도체",111361086381,198,6.56,NA,NA,1441,0.9,0,0
"1369","093920","서원인텍",5980,-40,-0.66,"KOSDAQ","IT부품",1.11228e+11,891,6.71,NA,NA,9725,0.61,350,5.85
"1370","091590","남화토건",9470,-510,-5.11,"KOSDAQ","건설",111177800000,1080,8.77,NA,NA,12722,0.74,150,1.58
"1371","142280","녹십자엠에스",5260,-10,-0.19,"KOSDAQ","제약",111076908580,NA,NA,NA,NA,1714,3.07,0,0
"1372","009300","삼아제약",17430,-400,-2.24,"KOSDAQ","제약",111029100000,556,31.35,NA,NA,28185,0.62,250,1.43
"1373","327260","RF머트리얼즈",13490,-580,-4.12,"KOSDAQ","기타제조",110991632530,NA,NA,NA,NA,4337,3.11,0,0
"1374","000520","삼일제약",8090,-110,-1.34,"KOSPI","의약품",110949900500,NA,NA,NA,NA,5254,1.54,80,0.99
"1375","029480","광무",2820,0,0,"KOSDAQ","통신장비",110889624840,NA,NA,NA,NA,2230,1.26,0,0
"1376","264900","크라운제과",8850,-70,-0.78,"KOSPI","음식료품",110836072500,1024,8.64,NA,NA,12554,0.7,250,2.82
"1377","056730","CNT85",3100,0,0,"KOSDAQ","건설",110821763600,NA,NA,NA,NA,295,10.51,0,0
"1378","101930","인화정공",11860,-200,-1.66,"KOSDAQ","운송장비·부품",110674021300,1663,7.13,NA,NA,20654,0.57,0,0
"1379","347740","피엔케이피부임상연구센타",3685,140,3.95,"KOSDAQ","기타서비스",110588972560,246,14.98,NA,NA,2128,1.73,150,4.07
"1380","114840","아이패밀리에스씨",13000,200,1.56,"KOSDAQ","화학",110520124000,530,24.53,NA,NA,5040,2.58,65,0.5
"1381","101140","인바이오젠",783,-17,-2.13,"KOSPI","유통업",110312430390,1753,0.45,NA,NA,2607,0.3,0,0
"1382","041460","한국전자인증",5800,-230,-3.81,"KOSDAQ","소프트웨어",1.102e+11,219,26.48,NA,NA,2339,2.48,70,1.21
"1383","012690","모나리자",3010,10,0.33,"KOSPI","종이목재",110079477550,89,33.82,NA,NA,2058,1.46,0,0
"1384","009780","엠에스씨",6250,-290,-4.43,"KOSDAQ","음식료·담배",1.1e+11,874,7.15,1407,4.44,6575,0.95,60,0.96
"1385","354200","엔젠바이오",8760,-280,-3.1,"KOSDAQ","기타서비스",109948617120,NA,NA,NA,NA,2735,3.2,0,0
"1386","032850","비트컴퓨터",6610,-220,-3.22,"KOSDAQ","소프트웨어",109879966730,294,22.48,NA,NA,3566,1.85,61,0.92
"1387","104200","NHN벅스",7410,-320,-4.14,"KOSDAQ","디지털컨텐츠",109872145500,NA,NA,NA,NA,5288,1.4,0,0
"1388","277070","린드먼아시아",8020,-260,-3.14,"KOSDAQ","금융",109809840000,398,20.15,NA,NA,4011,2,42,0.52
"1389","153710","옵티팜",7470,-80,-1.06,"KOSDAQ","제약",109584586260,NA,NA,NA,NA,2122,3.52,0,0
"1390","011690","와이투솔루션",687,12,1.78,"KOSPI","전기전자",109394882619,NA,NA,NA,NA,550,1.25,0,0
"1391","150900","파수",9390,90,0.97,"KOSDAQ","소프트웨어",109251917580,387,24.26,NA,NA,2279,4.12,0,0
"1392","339950","아이비김영",2430,10,0.41,"KOSDAQ","기타서비스",109220371650,121,20.08,NA,NA,836,2.91,0,0
"1393","419120","산돌",14220,-660,-4.44,"KOSDAQ","소프트웨어",109093365720,88,161.59,NA,NA,3052,4.66,2476,17.41
"1394","011370","서한",1079,-13,-1.19,"KOSDAQ","건설",108865559335,460,2.35,NA,NA,3583,0.3,40,3.71
"1395","117730","티로보틱스",7640,220,2.96,"KOSDAQ","기계·장비",108720997080,NA,NA,NA,NA,1673,4.57,0,0
"1396","025820","이구산업",3250,-35,-1.07,"KOSPI","철강금속",108686500000,630,5.16,NA,NA,3669,0.89,50,1.54
